title,langcode,status,title,promote,body,field_biozap_buttons,field_dni_do_potwierdzenia_skute,field_skrypt,field_urzadzenie
"Immune system  3","en",true,"Immune system  3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# IMMUNE SYSTEM  3 15m
# Immune_system_stimulation_1
# 
freq 40400 180
freq 40500 180
freq 40600 180
freq 40700 180
freq 40800 180
off
@","multiZAP"
"Impotence","en",true,"Impotence",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# IMPOTENCE 57m
# Impotence
# many classes. Also use Circulatory stasis
freq 9390 180
freq 2127000 180
freq 2008000 180
freq 465000 180
freq 10000000 180
freq 880000 180
freq 802000 180
freq 787000 180
freq 727000 180
freq 690000 180
freq 666000 180
freq 125000 180
freq 95000 180
freq 73000 180
freq 72000 180
freq 20000 180
freq 650000 180
freq 625000 180
freq 600000 180
off
@","multiZAP"
"Incontinence 1","en",true,"Incontinence 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INCONTINENCE 1 15m
# Incontinence_1
# use all freqs for 10 min
freq 2250000 180
freq 2050000 180
freq 2128000 180
freq 690000 180
freq 666000 180
off
@","multiZAP"
"Indigestion","en",true,"Indigestion",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INDIGESTION 0m
# Indigestion
# use Dyspepsia
off
@","multiZAP"
"Infantile par  1","en",true,"Infantile par  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFANTILE PAR  1 21m
# Infantile_paralysis
# also use Polio
freq 1500000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 776000 180
freq 5000000 180
freq 10000000 180
off
@","multiZAP"
"Infections ge  1","en",true,"Infections ge  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFECTIONS GE  1 54m
# Infections_general
# see General Antiseptic
freq 1550000 180
freq 880000 180
freq 802000 180
freq 786000 180
freq 728000 180
freq 465000 180
freq 444000 180
freq 125000 180
freq 95000 180
freq 72000 180
freq 48000 180
freq 20000 180
freq 304000 180
freq 1200 180
freq 5500000 180
freq 676000 180
freq 422000 180
freq 766000 180
off
@","multiZAP"
"Infections ge  2","en",true,"Infections ge  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFECTIONS GE  2 57m
# Infections_general_secondary
# 
freq 5000000 180
freq 1600000 180
freq 1500000 180
freq 832000 180
freq 776000 180
freq 760000 180
freq 700000 180
freq 690000 180
freq 666000 180
freq 650000 180
freq 625000 180
freq 600000 180
freq 1865000 180
freq 500000 180
freq 450000 180
freq 440000 180
freq 428000 180
freq 660000 180
freq 2112000 180
off
@","multiZAP"
"Infections ge  3","en",true,"Infections ge  3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFECTIONS GE  3 33m
# Infections_general_tertiary
# 
freq 1800000 180
freq 2720000 180
freq 2489000 180
freq 832000 180
freq 3040000 180
freq 2008000 180
freq 1850000 180
freq 610000 180
freq 732000 180
freq 751000 180
freq 40000000 180
off
@","multiZAP"
"Infertility","en",true,"Infertility",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFERTILITY 39m
# Infertility
# see also Impotence
freq 2127000 180
freq 2008000 180
freq 465000 180
freq 880000 180
freq 802000 180
freq 787000 180
freq 727000 180
freq 690000 180
freq 666000 180
freq 650000 180
freq 625000 180
freq 600000 180
freq 9390 180
off
@","multiZAP"
"Inflammation   1","en",true,"Inflammation   1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLAMMATION   1 9m
# Inflammation_general
# also see Infection general sets
freq 1500 180
freq 3600 180
freq 2720000 180
off
@","multiZAP"
"Influencinum   1","en",true,"Influencinum   1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENCINUM   1 12m
# Influencinum_Berlin_55
# 
freq 430000 180
freq 720000 180
freq 733000 180
freq 787000 180
off
@","multiZAP"
"Influencinum   2","en",true,"Influencinum   2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENCINUM   2 24m
# Influencinum_vesic_NW
# 
freq 332000 180
freq 364000 180
freq 519000 180
freq 588000 180
freq 590000 180
freq 238000 180
freq 239000 180
freq 715000 180
off
@","multiZAP"
"Influencinum   3","en",true,"Influencinum   3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENCINUM   3 12m
# Influencinum_vesic_SW
# 
freq 433000 180
freq 645000 180
freq 658000 180
freq 824000 180
off
@","multiZAP"
"Influencinum   4","en",true,"Influencinum   4",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENCINUM   4 21m
# Influencinum_vesica_general
# blisters
freq 203000 180
freq 292000 180
freq 588000 180
freq 612000 180
freq 975000 180
freq 407000 180
freq 682000 180
off
@","multiZAP"
"Influenza 1 9  1","en",true,"Influenza 1 9  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 1 9  1 15m
# Influenza_1_99_00
# 
freq 10000000 180
freq 880000 180
freq 727000 180
freq 330000 180
freq 728000 180
off
@","multiZAP"
"Influenza 195  1","en",true,"Influenza 195  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 195  1 6m
# Influenza_1957_A_Asian
# 
freq 768000 180
freq 574000 180
off
@","multiZAP"
"Influenza 1978","en",true,"Influenza 1978",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 1978 9m
# Influenza_1978
# 
freq 844000 180
freq 814000 180
freq 610000 180
off
@","multiZAP"
"Influenza 1979","en",true,"Influenza 1979",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 1979 18m
# Influenza_1979
# 
freq 123000 180
freq 513000 180
freq 522000 180
freq 565000 180
freq 788000 180
freq 601000 180
off
@","multiZAP"
"Influenza 1983","en",true,"Influenza 1983",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 1983 12m
# Influenza_1983
# 
freq 424000 180
freq 730000 180
freq 734000 180
freq 428000 180
off
@","multiZAP"
"Influenza 1989","en",true,"Influenza 1989",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 1989 15m
# Influenza_1989
# 
freq 216000 180
freq 322000 180
freq 627000 180
freq 703000 180
freq 748000 180
off
@","multiZAP"
"Influenza 199  1","en",true,"Influenza 199  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 199  1 51m
# Influenza_1993_secondary
# 
freq 207000 180
freq 254000 180
freq 580000 180
freq 582000 180
freq 584000 180
freq 586000 180
freq 588000 180
freq 848000 180
freq 947000 180
freq 7967000 180
freq 8910000 180
freq 739000 180
freq 741000 180
freq 760000 180
freq 765000 180
freq 773000 180
freq 915000 180
off
@","multiZAP"
"Influenza 199  2","en",true,"Influenza 199  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 199  2 27m
# Influenza_1994_secondary
# 
freq 337000 180
freq 690000 180
freq 868000 180
freq 869000 180
freq 702000 180
freq 727000 180
freq 729000 180
freq 776000 180
freq 779000 180
off
@","multiZAP"
"Influenza 199  3","en",true,"Influenza 199  3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 199  3 21m
# Influenza_1997_1998
# 
freq 2008000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 35000 180
freq 20000 180
freq 465000 180
off
@","multiZAP"
"Influenza 1993","en",true,"Influenza 1993",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 1993 15m
# Influenza_1993
# 
freq 522000 180
freq 615000 180
freq 778000 180
freq 850000 180
freq 959000 180
off
@","multiZAP"
"Influenza 1994","en",true,"Influenza 1994",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 1994 12m
# Influenza_1994
# 
freq 689000 180
freq 697000 180
freq 699000 180
freq 798000 180
off
@","multiZAP"
"Influenza 2 9  1","en",true,"Influenza 2 9  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 2 9  1 30m
# Influenza_2_99_00
# 
freq 440000 180
freq 465000 180
freq 613000 180
freq 666000 180
freq 727000 180
freq 787000 180
freq 800000 180
freq 1000000 180
freq 5000000 180
freq 10000000 180
off
@","multiZAP"
"Influenza 200  1","en",true,"Influenza 200  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 200  1 96m
# Influenza_2003_2004_1
# 
freq 7344000 180
freq 3672000 180
freq 1234000 180
freq 880000 180
freq 743000 180
freq 727000 180
freq 683000 180
freq 464000 180
freq 452000 180
freq 333000 180
freq 72000 180
freq 200000 180
freq 93900 180
freq 2720000 180
freq 2489000 180
freq 1800000 180
freq 1600000 180
freq 1550000 180
freq 885000 180
freq 875000 180
freq 832000 180
freq 802000 180
freq 787000 180
freq 776000 180
freq 766000 180
freq 1500000 180
freq 650000 180
freq 625000 180
freq 600000 180
freq 465000 180
freq 144000 180
freq 582000 180
off
@","multiZAP"
"Influenza 200  2","en",true,"Influenza 200  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 200  2 84m
# Influenza_2003_2004_2
# 
freq 8911000 1
scan 8912000 179
freq 9113000 1
scan 9114000 179
freq 9141000 1
scan 9142000 179
freq 9393000 1
scan 9394000 179
freq 6654000 1
scan 6655000 179
freq 7255000 180
freq 7284000 1
scan 7285000 179
freq 8041000 1
scan 8042000 179
freq 10334000 1
scan 10335000 179
freq 10346000 1
scan 10347000 179
freq 10976000 1
scan 10977000 179
freq 7414000 1
scan 7415000 179
freq 7631000 1
scan 7632000 179
freq 7632000 1
scan 7633000 179
freq 7667000 1
scan 7668000 179
freq 7676000 1
scan 7677000 179
freq 8045000 1
scan 8046000 179
freq 8082000 1
scan 8083000 179
freq 8305000 1
scan 8306000 179
freq 5548000 1
scan 5549000 179
freq 5549000 1
scan 5550000 179
freq 5554000 1
scan 5555000 179
freq 5558000 1
scan 5559000 179
freq 5560000 1
scan 5561000 179
freq 5562000 1
scan 5563000 179
freq 7118000 1
scan 7119000 179
freq 5045000 1
scan 5046000 179
freq 6752000 1
scan 6753000 179
off
@","multiZAP"
"Influenza 200  3","en",true,"Influenza 200  3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 200  3 54m
# Influenza_2005_fall_TR
# 
freq 2950000 180
freq 322000 180
freq 476000 180
freq 468000 180
freq 589000 180
freq 664000 180
freq 785000 180
freq 822000 180
freq 895000 180
freq 936000 180
freq 944000 180
freq 1043000 180
freq 1614000 180
freq 1871000 180
freq 2062000 180
freq 1489000 180
freq 3742000 180
freq 748000 180
off
@","multiZAP"
"Influenza 200  4","en",true,"Influenza 200  4",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 200  4 123m
# Influenza_2005-2006_TR
# 
freq 2748000 1
scan 2749000 179
freq 5695000 1
scan 5696000 179
freq 2856000 1
scan 2857000 179
freq 2935000 1
scan 2936000 179
freq 4159000 1
scan 4160000 179
freq 4534000 1
scan 4535000 179
freq 2276000 1
scan 2277000 179
freq 2504000 1
scan 2505000 179
freq 3229000 1
scan 3230000 179
freq 6466000 1
scan 6467000 179
freq 1715000 1
scan 1716000 179
freq 4633000 1
scan 4634000 179
freq 4769000 1
scan 4770000 179
freq 1192000 1
scan 1193000 179
freq 599000 180
freq 2390000 180
freq 1257000 1
scan 1258000 179
freq 315700 180
freq 5190000 1
scan 5191000 179
freq 1734000 180
freq 6936000 1
scan 6937000 179
freq 867900 180
freq 434000 180
freq 217100 180
freq 6951000 180
freq 4448000 1
scan 4449000 179
freq 6306000 1
scan 6307000 179
freq 4220000 180
freq 8478000 180
freq 1216000 180
freq 1214000 180
freq 1060000 180
freq 1010000 180
freq 935000 180
freq 778000 180
freq 777000 180
freq 465000 180
freq 457000 180
freq 445000 180
freq 433000 180
freq 425000 180
off
@","multiZAP"
"Influenza 200  5","en",true,"Influenza 200  5",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA 200  5 0m
# Influenza_2005_sweep_TR
# long sweep from 9750 to 10156.25 by 0.03125 steps at 0.25 sec duration/step
off
@","multiZAP"
"Influenza a a  1","en",true,"Influenza a a  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA A A  1 12m
# Influenza_A_and_B_HC
# flu shot
freq 15931000 1
scan 15932000 179
freq 15682000 1
scan 15683000 179
freq 793200 180
freq 780810 180
off
@","multiZAP"
"Influenza ach  1","en",true,"Influenza ach  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA ACH  1 45m
# Influenza_aches_and_respiratory
# use 7760 and 7766 for 10 min. all others for 5
freq 440000 180
freq 512000 180
freq 683000 180
freq 728000 180
freq 784000 180
freq 787000 180
freq 800000 180
freq 875000 180
freq 880000 180
freq 885000 180
freq 2050000 180
freq 2720000 180
freq 5000000 180
freq 7760000 180
freq 7766000 180
off
@","multiZAP"
"Influenza and  1","en",true,"Influenza and  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA AND  1 6m
# Influenza_and_Cold_1
# winter 01 to 02
freq 959000 180
freq 962000 180
off
@","multiZAP"
"Influenza asi  1","en",true,"Influenza asi  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA ASI  1 9m
# Influenza_Asian_grippe_A
# 
freq 516000 180
freq 656000 180
freq 434000 180
off
@","multiZAP"
"Influenza aut  1","en",true,"Influenza aut  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA AUT  1 15m
# Influenza_autumn_1998
# use 8700 and 7760 for 15min
freq 250000 180
freq 465000 180
freq 8210000 180
freq 8700000 180
freq 7760000 180
off
@","multiZAP"
"Influenza avi  1","en",true,"Influenza avi  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# INFLUENZA AVI  1 0m
# Influenza_avian_exp_TR
# sweep from 4896.1 to 5060.9 by .03125 dwell 1
off
@","multiZAP"
